Orthogroup,orths,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gene name,Gene description,Affected Structure or Process 1 superterm Name,Phenotype Keyword Name,Phenotype Tag,Publication ID
OG0000058,ENSDARG00000009484,ENSDARG00000009484.9,ENSDART00000109319,ENSDART00000109319.4,arf1,ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5],eye,decreased size,abnormal,ZDB-PUB-090330-11
OG0000058,ENSDARG00000009484,ENSDARG00000009484.9,ENSDART00000109319,ENSDART00000109319.4,arf1,ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5],post-vent region,increased curvature,abnormal,ZDB-PUB-090330-11
OG0000058,ENSDARG00000009484,ENSDARG00000009484.9,ENSDART00000109319,ENSDART00000109319.4,arf1,ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5],post-vent region,increased curvature,abnormal,ZDB-PUB-090330-11
OG0000058,ENSDARG00000009484,ENSDARG00000009484.9,ENSDART00000109319,ENSDART00000109319.4,arf1,ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5],semicircular canal,malformed,abnormal,ZDB-PUB-090330-11
OG0000058,ENSDARG00000009484,ENSDARG00000009484.9,ENSDART00000109319,ENSDART00000109319.4,arf1,ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5],semicircular canal development,disrupted,abnormal,ZDB-PUB-090330-11
OG0000058,ENSDARG00000009484,ENSDARG00000009484.9,ENSDART00000109319,ENSDART00000109319.4,arf1,ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5],semicircular canal development,disrupted,abnormal,ZDB-PUB-090330-11
OG0000058,ENSDARG00000009484,ENSDARG00000009484.9,ENSDART00000109319,ENSDART00000109319.4,arf1,ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5],whole organism,decreased length,abnormal,ZDB-PUB-090330-11
OG0000058,ENSDARG00000009484,ENSDARG00000009484.9,ENSDART00000109319,ENSDART00000109319.4,arf1,ADP-ribosylation factor 1 [Source:ZFIN;Acc:ZDB-GENE-010724-5],whole organism,decreased length,abnormal,ZDB-PUB-090330-11
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],female gonad development,arrested,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],female gonad development,arrested,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],female gonad development,arrested,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],female organism,absent,abnormal,ZDB-PUB-181213-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],female sex determination,arrested,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],female sex determination,decreased occurrence,abnormal,ZDB-PUB-181213-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],heart,edematous,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],heart,edematous,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],heart,edematous,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased amount,abnormal,ZDB-PUB-180502-5
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased size,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased size,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased size,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased size,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased size,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased distribution,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased distribution,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased distribution,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased distribution,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],interrenal primordium,increased size,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],male meiotic nuclear division,arrested,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],male organism,increased amount,abnormal,ZDB-PUB-181213-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],male organism,decreased fertility,abnormal,ZDB-PUB-181213-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],male sex determination,increased occurrence,abnormal,ZDB-PUB-181213-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],ovary,absent,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pericardium,edematous,abnormal,ZDB-PUB-180502-5
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pleuroperitoneal cavity,edematous,abnormal,ZDB-PUB-180502-5
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],podocyte,absent,abnormal,ZDB-PUB-180502-5
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],podocyte,decreased amount,abnormal,ZDB-PUB-180502-5
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],podocyte,absent,abnormal,ZDB-PUB-180502-5
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],podocyte,absent,abnormal,ZDB-PUB-180502-5
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],podocyte,absent,abnormal,ZDB-PUB-180502-5
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric glomerulus development,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,decreased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephric podocyte,absent,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,lacks parts or has fewer parts of type,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,lacks parts or has fewer parts of type,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,lacks parts or has fewer parts of type,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,lacks parts or has fewer parts of type,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,lacks parts or has fewer parts of type,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,lacks parts or has fewer parts of type,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,lacks all parts of type,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,lacks all parts of type,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],pronephros,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],spermatocyte,apoptotic,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],spermatocyte,apoptotic,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],spermatogenesis,arrested,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],testis,neoplastic,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],testis,degeneration,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],testis,hyperplastic,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],testis,has fewer parts of type,abnormal,ZDB-PUB-101027-46
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],testis,absent,abnormal,ZDB-PUB-181213-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],whole organism,decreased occurrence,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],whole organism,increased distribution,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],whole organism,increased amount,abnormal,ZDB-PUB-170607-8
OG0009762,ENSDARG00000079015,ENSDARG00000079015.4,ENSDART00000111472,ENSDART00000111472.3,brca2,BRCA2 DNA repair associated [Source:ZFIN;Acc:ZDB-GENE-060510-3],whole organism,decreased male fertility,abnormal,ZDB-PUB-181213-8
OG0000295,ENSDARG00000012694,ENSDARG00000012694.9,ENSDART00000052688,ENSDART00000052688.7,c3a.1,"complement component c3a, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-35]",embryo development,disrupted,abnormal,ZDB-PUB-140614-2
OG0000295,ENSDARG00000012694,ENSDARG00000012694.9,ENSDART00000052688,ENSDART00000052688.7,c3a.1,"complement component c3a, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-35]",neutrophil migration,decreased rate,abnormal,ZDB-PUB-201002-161
OG0000295,ENSDARG00000012694,ENSDARG00000012694.9,ENSDART00000052688,ENSDART00000052688.7,c3a.1,"complement component c3a, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-35]",whole organism,decreased amount,abnormal,ZDB-PUB-201002-161
OG0000295,ENSDARG00000012694,ENSDARG00000012694.9,ENSDART00000052688,ENSDART00000052688.7,c3a.1,"complement component c3a, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-35]",whole organism,decreased amount,abnormal,ZDB-PUB-201002-161
OG0000295,ENSDARG00000012694,ENSDARG00000012694.9,ENSDART00000052688,ENSDART00000052688.7,c3a.1,"complement component c3a, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-35]",whole organism,increased amount,abnormal,ZDB-PUB-201002-161
OG0000295,ENSDARG00000012694,ENSDARG00000012694.9,ENSDART00000052688,ENSDART00000052688.7,c3a.1,"complement component c3a, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-35]",whole organism,malformed,abnormal,ZDB-PUB-140614-2
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],pericardium,edematous,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],Reissner's fiber,absent,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],Reissner's fiber,partially broken,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],Reissner's fiber,partially broken,abnormal,ZDB-PUB-200910-9
OG0004072,ENSDARG00000077881,ENSDARG00000077881.5,ENSDART00000111028,ENSDART00000111028.3,chl1a,cell adhesion molecule L1-like a [Source:ZFIN;Acc:ZDB-GENE-090313-201],Reissner's fiber,absent,abnormal,ZDB-PUB-200910-9
